Day_Of_Week,Click_Hour,Click_Minute,Current_Cumulative_Sum,Target_Final_Daily_Sum
6,19,48,71281,84886
6,12,35,39523,80898
1,7,1,38237,139832
2,6,10,28256,111996
3,16,38,79874,111176
0,20,33,110653,125496
3,22,25,119212,120797
2,14,17,67895,123268
4,19,20,99600,122273
6,14,35,42420,65166
3,0,39,3932,136133
4,13,51,75741,128935
4,4,45,29543,133589
2,10,43,52784,114716
2,15,21,83554,124165
6,1,52,6620,84929
0,7,58,41876,131280
5,10,29,32787,78497
1,17,49,91338,121930
3,2,42,11667,104820
2,0,59,5146,137796
3,10,29,52032,125559
5,15,7,54129,87329
5,17,33,64767,85462
6,15,56,54801,82612
4,22,46,123398,130553
6,9,8,27347,75590
1,17,50,87627,117791
0,5,19,28913,122444
3,18,39,102110,130388
1,3,24,15858,121065
0,12,18,60702,126349
3,23,4,118449,119718
1,13,10,64920,119678
2,2,14,11204,120854
3,9,7,43490,118109
1,5,18,23348,103134
5,0,22,1204,80038
0,22,26,113386,122447
1,23,39,110866,117508
2,13,31,69779,118441
6,7,25,23226,75999
3,18,26,88133,111364
3,13,18,59961,115069
3,9,49,51974,116931
2,16,41,88782,120051
0,8,28,39546,123933
3,5,38,26630,118194
0,10,59,51403,109703
1,6,40,27506,106019
5,16,32,58796,85914
5,0,18,1053,82534
0,21,36,102377,114813
0,4,18,23030,125170
5,8,32,26935,78477
3,17,46,82288,125208
4,23,15,115572,115572
4,20,22,108925,122385
2,1,6,6220,120613
6,10,25,29984,77654
5,5,31,18479,77484
5,7,11,20219,74931
2,3,7,16920,119777
4,17,4,87301,119844
1,10,41,55402,130681
3,4,27,24970,129613
3,14,52,81818,135839
1,17,4,73938,102437
1,1,48,9778,129051
4,21,25,122258,126015
2,10,4,50848,111143
1,12,21,61161,122515
2,3,14,18512,130511
6,21,12,74718,83111
0,6,27,31077,124425
3,10,32,54524,128713
4,21,42,109289,109289
3,23,22,117513,118577
4,3,32,19015,123009
0,14,42,67896,112038
3,0,17,1277,111208
0,22,49,112953,118649
4,2,52,15087,128016
1,13,29,65729,126437
6,5,25,16242,75768
3,17,15,94156,126521
0,0,12,912,111640
5,5,38,17622,74983
3,5,32,27135,116328
3,20,25,113383,131229
3,15,47,88002,126559
2,4,0,18898,119984
0,16,48,83394,115832
0,9,37,48277,116102
3,20,1,105968,121087
1,17,48,75348,109315
3,6,5,29910,116518
2,2,45,14661,117844
4,12,49,56586,106489
2,14,37,69620,111615
1,19,41,105754,124105
3,18,23,87272,120095
0,2,17,12142,116912
6,3,26,13162,89764
5,4,40,14737,73872
3,0,7,497,111620
1,3,27,18311,122515
0,11,9,54837,115121
2,23,16,120362,120362
4,9,54,50587,124576
4,22,28,94592,106297
6,20,57,70018,83044
3,19,5,102236,131907
2,23,13,125676,137615
6,12,21,44643,81498
5,22,53,71721,71721
5,13,5,44928,83231
6,22,25,80005,87372
1,4,38,19980,113827
4,3,11,15620,113810
2,13,34,79295,129565
3,9,13,40856,109889
0,16,21,88639,130877
3,9,50,51633,123342
3,6,22,36069,125177
2,15,47,77999,117432
4,0,6,478,113701
2,16,39,94229,134619
0,20,49,94679,117532
6,8,24,26113,80426
2,5,12,24782,119198
1,18,20,97858,121930
3,12,40,56922,109691
4,2,9,9972,114351
5,6,52,22272,80036
0,21,54,116406,128452
5,8,58,28530,70373
3,21,8,89524,102442
2,4,14,17001,100329
5,9,51,33834,82335
1,22,1,133329,133615
2,16,24,80046,120162
3,11,12,54894,125012
5,22,33,72963,79649
6,15,50,51963,78262
0,2,57,15162,119252
5,21,33,75073,79600
6,8,34,26028,76941
6,14,37,41080,70819
5,4,2,12862,77794
4,22,41,111259,113822
5,12,55,40927,81158
3,13,58,63607,112725
6,19,5,66014,85558
0,14,54,75374,115949
3,15,47,75611,112015
1,22,48,122326,123197
2,12,18,65085,119028
5,16,2,57810,87878
4,22,17,121306,138898
0,7,38,38645,129130
4,20,8,91620,120270
4,1,51,7977,105915
4,4,11,19660,115000
5,5,4,19451,88646
0,11,2,49825,108289
0,17,10,98667,141409
6,21,56,72842,80170
4,21,29,102251,120488
6,0,3,170,77782
6,16,4,51683,80361
2,10,0,42600,108419
5,9,26,29821,72889
5,18,27,64115,81075
3,13,28,66577,129842
6,9,17,34020,84347
5,14,11,43220,75951
4,18,12,98295,132090
1,3,40,19419,125931
4,1,1,4795,109978
0,8,36,41576,113499
5,9,44,33787,83519
5,10,15,35301,84449
3,13,47,79297,135287
6,6,23,21311,80603
1,22,34,126559,126559
5,14,21,47555,77269
3,21,35,94688,110387
3,18,10,73814,99902
1,21,54,104741,114509
4,14,57,89628,135107
4,23,45,122648,122648
4,7,28,32939,108016
2,10,34,54636,130171
6,8,47,26306,75909
6,14,53,50623,80615
4,0,14,1521,140347
1,0,59,5394,128215
2,18,30,89970,126826
6,2,41,7755,71981
4,9,40,49273,126273
2,7,42,37584,122167
1,14,15,72894,125198
4,9,9,43936,113154
0,0,48,4180,121280
5,17,31,61978,80522
1,1,50,7723,98528
3,18,1,88043,129983
3,12,23,51301,104976
1,21,22,106935,121071
3,0,1,86,123330
6,1,37,5582,79455
1,15,30,75835,117169
0,14,50,76035,122712
1,12,39,66513,124709
4,15,25,80761,127349
4,16,28,94636,137334
2,20,2,107870,122341
3,6,57,34788,120640
5,23,13,79384,82186
3,16,24,84836,124359
6,6,47,20578,68372
1,12,0,55767,118076
5,4,52,18797,85139
5,16,2,49068,78039
3,2,53,14724,126709
5,6,25,22769,82106
5,16,17,53452,74923
4,6,8,28794,121178
0,20,37,89005,109600
1,0,22,1764,113880
3,16,20,95764,125951
4,16,56,108296,144488
6,10,0,28343,68878
6,2,20,6980,81684
2,14,26,69103,114439
5,20,41,77544,88378
5,10,58,35421,79030
3,15,5,59677,99175
0,21,54,122819,133534
0,8,43,33811,97698
3,23,35,117361,117361
3,23,27,108218,108218
4,0,44,3508,111156
6,21,16,72538,81495
3,15,58,78491,122010
6,8,39,28953,80416
2,18,57,97479,114104
6,11,51,40361,78342
4,18,2,90754,119564
5,21,11,74060,80202
5,8,38,30969,83805
6,6,11,20861,79396
5,13,1,44520,78250
5,18,55,63954,79095
1,18,45,105486,129465
2,1,21,7005,123548
4,8,22,43333,125903
4,12,29,62451,123450
5,14,4,44535,78606
0,2,8,10800,132112
4,10,20,52592,127985
2,20,10,103420,129155
3,13,4,70383,132640
2,7,34,42208,124176
5,17,26,61390,85185
5,18,48,65931,83162
1,15,1,74720,117809
6,1,23,4271,68654
4,7,30,36348,119761
6,21,32,69902,78786
6,5,38,21690,92901
4,11,29,62177,122962
4,14,45,79327,120947
5,7,36,24816,76551
4,3,50,25401,149798
0,14,27,66017,108682
0,19,59,92078,111549
3,16,30,77311,106194
4,12,10,61108,117674
1,17,22,85351,122455
3,1,56,9755,115346
5,12,1,41555,83869
4,12,39,62941,121424
0,21,40,108435,114978
1,14,26,73703,123101
3,19,34,108996,131142
1,9,1,49203,126770
4,2,38,13580,128810
2,18,36,103367,130859
1,2,20,12747,122828
1,21,57,103119,118413
5,13,4,51326,92199
0,7,51,36395,116088
4,22,44,114257,114763
1,3,20,18577,127316
4,19,28,98371,123467
0,10,19,60608,126967
5,10,37,36415,78003
4,10,19,59778,134317
6,1,49,6105,78120
0,16,24,78147,108999
0,8,1,36693,115607
3,1,56,11781,144837
5,23,31,76689,76794
5,14,25,51976,88294
6,15,5,54612,84922
4,3,40,19221,118513
2,7,56,36301,112185
6,8,2,27471,82297
3,4,32,23684,130755
5,15,0,45657,80219
0,12,50,60492,108888
5,6,4,18364,72745
6,19,12,60844,75875
2,16,18,77820,120529
1,2,11,12014,133304
1,4,47,24915,118511
5,18,24,59793,77988
5,11,56,32382,65031
3,6,50,37041,128762
5,8,34,25968,77545
2,5,11,31087,139581
5,16,29,52772,81983
4,15,4,59909,100134
6,22,33,75968,85329
2,2,21,10101,104079
3,20,38,105166,124520
4,3,12,13714,102862
4,9,56,45573,115331
6,4,46,15827,75874
1,20,53,101790,112298
2,21,2,101221,116511
6,9,59,35616,87720
4,11,52,54186,112860
3,9,19,47944,125451
6,12,30,39385,81313
1,10,4,47161,118105
4,21,23,114524,123238
6,15,39,50265,75939
2,7,53,37976,106882
1,7,32,38624,124918
2,7,7,38210,131230
2,12,23,60254,119209
2,1,49,8597,115426
6,11,19,41577,91184
1,9,59,50826,120554
6,11,15,36886,78577
6,10,49,29594,67382
6,14,51,51607,78495
4,15,11,77261,111547
5,16,12,59723,83603
